1502349056.000000, IBI
12.703707,0.812537
13.547495,0.843789
14.406909,0.859414
15.281950,0.875040
16.141364,0.859414
16.953901,0.812537
17.735187,0.781286
18.563350,0.828163
19.391513,0.828163
20.297804,0.906291
21.110341,0.812537
21.907253,0.796911
22.704164,0.796911
23.532327,0.828163
24.422993,0.890666
25.251156,0.828163
26.032442,0.781286
26.876230,0.843789
27.641890,0.765660
28.407550,0.765660
29.173210,0.765660
29.876368,0.703157
30.626402,0.750034
31.438939,0.812537
32.360856,0.921917
33.220271,0.859414
34.032808,0.812537
34.876596,0.843789
35.704759,0.828163
63.440404,0.984420
64.252941,0.812537
65.018601,0.765660
65.768636,0.750034
66.596798,0.828163
67.424961,0.828163
68.190621,0.765660
68.956281,0.765660
69.737567,0.781286
132.146674,0.812537
132.943585,0.796911
140.240794,0.765660
140.975203,0.734409
141.897120,0.921917
142.725283,0.828163
146.178566,0.765660
146.928600,0.750034
152.866372,0.718783
153.600781,0.734409
154.288312,0.687531
155.022721,0.734409
155.819632,0.796911
156.585292,0.765660
157.319701,0.734409
158.054110,0.734409
158.835395,0.781286
159.554178,0.718783
160.272961,0.718783
161.007370,0.734409
161.757404,0.750034
162.538690,0.781286
163.273098,0.734409
164.038759,0.765660
164.804419,0.765660
165.585704,0.781286
166.304487,0.718783
167.023270,0.718783
167.773304,0.750034
177.398745,0.781286
178.164405,0.765660
178.883188,0.718783
184.805334,0.718783
185.524117,0.718783
186.196023,0.671906
186.883554,0.687531
187.602337,0.718783
188.414874,0.812537
189.227412,0.812537
190.008697,0.781286
207.650130,0.765660
208.462667,0.812537
209.306456,0.843789
210.103367,0.796911
210.915904,0.812537
211.744067,0.828163
212.525353,0.781286
213.244136,0.718783
213.947293,0.703157
214.697327,0.750034
215.494239,0.796911
226.760380,0.640654
227.401034,0.640654
228.182320,0.781286
229.104237,0.921917
229.901148,0.796911
230.713686,0.812537
231.541848,0.828163
232.338760,0.796911
233.120046,0.781286
233.885706,0.765660
234.682617,0.796911
235.463903,0.781286
236.213937,0.750034
236.963972,0.750034
237.729632,0.765660
238.479666,0.750034
239.245326,0.765660
268.090396,0.781286
268.809179,0.718783
269.543588,0.734409
270.246745,0.703157
270.996779,0.750034
271.778065,0.781286
272.574977,0.796911
273.325011,0.750034
285.216180,0.812537
285.997466,0.781286
286.747500,0.750034
287.450658,0.703157
288.153815,0.703157
288.841346,0.687531
289.528878,0.687531
290.185158,0.656280
290.857064,0.671906
291.544595,0.687531
292.279004,0.734409
292.997787,0.718783
293.700944,0.703157
294.404101,0.703157
295.138510,0.734409
295.888544,0.750034
296.591701,0.703157
297.279233,0.687531
304.232676,0.687531
304.920207,0.687531
305.607739,0.687531
306.279644,0.671906
306.998427,0.718783
307.732836,0.734409
308.467245,0.734409
309.232905,0.765660
309.998565,0.765660
310.795476,0.796911
311.561136,0.765660
312.342422,0.781286
313.154959,0.812537
313.951871,0.796911
314.701905,0.750034
315.451939,0.750034
316.233225,0.781286
316.967634,0.734409
317.717668,0.750034
318.467702,0.750034
319.264614,0.796911
319.952145,0.687531
320.670928,0.718783
321.374085,0.703157
322.045991,0.671906
322.717897,0.671906
323.421054,0.703157
324.202340,0.781286
324.999251,0.796911
325.780537,0.781286
336.687286,0.843789
337.531075,0.843789
338.343612,0.812537
339.156149,0.812537
339.953061,0.796911
340.687469,0.734409
341.453130,0.765660
348.797216,0.734409
349.594127,0.796911
350.359787,0.765660
351.094196,0.734409
351.859856,0.765660
352.594265,0.734409
353.281796,0.687531
353.953702,0.671906
354.656859,0.703157
355.375642,0.718783
367.673080,0.812537
368.485617,0.812537
369.266903,0.781286
370.016937,0.750034
370.751346,0.734409
371.470129,0.718783
372.157660,0.687531
372.860817,0.703157
373.548349,0.687531
374.235880,0.687531
374.985914,0.750034
375.704697,0.718783
376.439106,0.734409
377.142263,0.703157
377.876672,0.734409
378.626706,0.750034
379.439243,0.812537
380.204903,0.765660
389.330321,0.750034
390.095981,0.765660
390.892893,0.796911
391.689804,0.796911
392.471090,0.781286
393.236750,0.765660
394.064913,0.828163
394.830573,0.765660
395.564981,0.734409
396.268139,0.703157
396.986922,0.718783
397.736956,0.750034
398.486990,0.750034
399.205773,0.718783
399.924556,0.718783
400.721467,0.796911
401.518379,0.796911
402.252788,0.734409
402.924693,0.671906
403.580973,0.656280
404.206002,0.625029
404.893533,0.687531
405.549814,0.656280
406.346725,0.796911
407.049882,0.703157
407.878045,0.828163
408.659331,0.781286
409.424991,0.765660
410.237528,0.812537
411.081317,0.843789
411.831351,0.750034
412.612637,0.781286
413.409548,0.796911
414.159583,0.750034
415.034623,0.875040
415.706528,0.671906
416.425311,0.718783
421.831809,0.796911
422.581843,0.750034
423.331877,0.750034
424.191292,0.859414
425.113209,0.921917
425.988249,0.875040
426.800786,0.812537
427.628949,0.828163
428.425861,0.796911
429.207146,0.781286
432.754184,0.640654
433.426090,0.671906
434.129247,0.703157
434.848030,0.718783
435.551187,0.703157
436.269970,0.718783
437.066881,0.796911
437.848167,0.781286
438.660704,0.812537
439.504493,0.843789
440.363907,0.859414
441.145193,0.781286
447.004836,0.796911
447.879876,0.875040
448.692413,0.812537
454.661437,0.750034
455.427097,0.765660
456.239634,0.812537
457.052171,0.812537
457.849082,0.796911
458.599117,0.750034
459.427280,0.828163
460.208565,0.781286
460.989851,0.781286
461.818014,0.828163
462.661803,0.843789
463.489966,0.828163
464.255626,0.765660
465.036911,0.781286
465.802572,0.765660
466.599483,0.796911
467.333892,0.734409
468.021423,0.687531
468.724580,0.703157
469.427737,0.703157
470.193398,0.765660
470.943432,0.750034
471.677840,0.734409
472.412249,0.734409
473.177909,0.765660
473.959195,0.781286
474.724855,0.765660
475.443638,0.718783
476.178046,0.734409
476.928081,0.750034
477.709367,0.781286
489.975553,0.656280
490.741213,0.765660
491.569376,0.828163
492.303785,0.734409
492.913188,0.609403
502.460500,0.703157
503.194908,0.734409
504.007445,0.812537
504.757480,0.750034
505.523140,0.765660
506.241923,0.718783
512.226572,0.812537
519.336272,0.734409
520.117558,0.781286
520.867592,0.750034
521.617626,0.750034
522.367661,0.750034
523.117695,0.750034
523.898981,0.781286
524.680267,0.781286
525.445927,0.765660
526.195961,0.750034
526.992872,0.796911
527.742907,0.750034
528.461690,0.718783
537.446476,0.687531
538.165259,0.718783
538.915293,0.750034
539.727830,0.812537
540.540368,0.812537
541.352905,0.812537
542.102939,0.750034
542.868599,0.765660
543.618634,0.750034
544.353042,0.734409
545.056199,0.703157
545.743731,0.687531
546.446888,0.703157
547.150045,0.703157
547.884454,0.734409
548.587611,0.703157
549.322020,0.734409
550.103305,0.781286
550.900217,0.796911
551.665877,0.765660
552.447163,0.781286
553.212823,0.765660
553.994108,0.781286
554.744143,0.750034
555.494177,0.750034
566.400926,0.671906
567.072832,0.671906
567.760364,0.687531
568.479146,0.718783
576.088870,0.750034
576.838904,0.750034
577.620190,0.781286
578.338973,0.718783
579.057756,0.718783
579.776539,0.718783
580.495322,0.718783
581.182853,0.687531
581.886010,0.703157
582.604793,0.718783
