1497342820.000000, 1497342820.000000, 1497342820.000000
32.000000, 32.000000, 32.000000
-50,5,42
-49,4,42
-48,4,42
-47,4,43
-47,4,43
-48,4,43
-48,4,42
-48,4,42
-48,4,43
-48,5,42
-48,4,42
-48,4,43
-47,4,43
-48,4,43
-47,4,43
-47,4,43
-47,4,43
-48,4,43
-48,4,43
-47,4,43
-47,4,43
-47,4,43
-48,4,43
-48,3,43
-47,3,43
-47,3,43
-48,4,43
-50,3,42
-49,3,42
-48,3,42
-48,3,43
-48,3,42
-49,3,42
-48,3,42
-48,4,42
-48,4,43
-48,4,42
-49,5,42
-48,5,42
-48,6,42
-48,6,42
-48,6,43
-47,6,43
-47,6,43
-47,6,43
-48,6,43
-48,6,43
-48,6,43
-48,6,43
-48,5,43
-48,5,43
-50,6,43
-51,5,43
-49,4,44
-45,3,44
-45,4,45
-42,4,48
-40,3,48
-39,3,48
-37,3,49
-38,3,50
-44,4,48
-46,3,46
-45,3,45
-42,3,48
-41,3,48
-43,3,47
-45,3,46
-45,3,46
-44,3,46
-44,3,47
-44,4,46
-44,3,46
-44,3,46
-44,3,46
-44,3,46
-45,4,46
-45,3,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,3,46
-44,4,46
-45,4,46
-45,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-45,3,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-44,3,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-45,4,46
-44,4,46
-44,4,46
-45,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-45,5,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-44,4,46
-44,4,47
-44,4,46
-45,4,46
-45,3,46
-45,3,46
-44,4,46
-45,3,46
-45,3,46
-45,3,45
-45,3,45
-45,3,46
-45,3,46
-45,3,46
-45,3,45
-45,3,45
-44,4,46
-44,4,46
-45,4,46
-45,3,46
-45,3,46
-44,3,45
-44,4,46
-45,4,46
-45,4,46
-45,4,46
-44,4,46
-44,4,46
-45,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-46,5,45
-45,4,46
-45,4,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-45,4,46
-45,4,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-45,4,46
-45,4,46
-45,3,46
-45,3,46
-44,3,46
-44,3,46
-45,3,45
-45,4,46
-44,3,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-44,4,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-45,4,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-45,4,46
-45,4,46
-44,4,46
-44,4,46
-44,4,46
-45,4,46
-46,4,44
-45,3,45
-44,4,46
-44,4,46
-44,4,46
-46,4,44
-46,4,44
-48,4,44
-47,4,44
-46,4,44
-45,4,45
-45,4,45
-46,4,45
-47,4,44
-46,4,44
-46,4,45
-45,4,45
-45,4,45
-46,4,45
-46,4,45
-46,4,45
-46,4,45
-45,4,45
-45,4,45
-45,4,45
-45,4,45
-45,4,45
-45,4,45
-45,4,45
-45,4,45
-46,3,45
-46,3,45
-45,3,45
-44,3,46
-44,3,45
-46,4,45
-46,4,45
-46,4,46
-44,4,45
-44,5,45
-48,6,44
-47,6,44
-45,6,44
-43,6,46
-44,6,45
-45,6,44
-47,6,43
-48,5,44
-47,6,44
-46,6,45
-46,6,46
-45,5,45
-45,5,44
-46,4,44
-48,4,44
-45,4,45
-44,4,44
-45,3,46
-45,4,46
-45,3,45
-45,2,45
-45,2,45
-45,2,44
-45,3,47
-45,3,46
-46,4,44
-46,4,44
-45,4,45
-43,3,46
-45,4,45
-46,4,45
-46,4,45
-45,4,46
-45,5,46
-46,5,44
-44,5,46
-44,6,46
-44,5,46
-45,5,45
-48,5,44
-44,5,44
-45,5,45
-46,5,47
-41,6,48
-39,6,48
-40,5,48
-41,5,48
-44,5,46
-45,4,46
-44,3,47
-44,4,46
-44,4,45
-44,5,47
-44,5,47
-44,5,46
-44,4,47
-45,4,46
-45,4,46
-45,4,45
-46,4,46
-45,3,45
-48,5,45
-49,6,46
-43,5,45
-40,4,46
-41,4,48
-43,4,47
-45,4,45
-45,4,45
-45,4,45
-44,4,46
-44,5,48
-44,5,48
-43,5,47
-44,5,46
-45,5,44
-46,4,44
-46,4,45
-44,4,45
-46,4,45
-45,4,44
-45,4,45
-45,4,47
-43,4,46
-43,4,46
-45,4,45
-46,4,44
-45,4,45
-46,5,46
-46,5,45
-46,4,44
-47,4,44
-47,4,44
-46,3,44
-46,3,45
-46,4,45
-45,4,45
-45,4,44
-47,4,44
-47,4,44
-46,5,45
-45,5,45
-45,5,45
-46,5,45
-46,5,44
-46,4,44
-46,4,44
-45,5,45
-45,5,45
-45,5,45
-46,5,44
-47,5,44
-46,5,44
-46,5,43
-47,5,44
-48,5,45
-47,5,44
-46,5,44
-46,5,44
-46,5,44
-47,5,44
-46,5,43
-46,5,44
-46,5,45
-45,5,45
-46,5,44
-47,5,44
-47,4,43
-46,4,44
-46,5,44
-46,5,44
-47,5,44
-47,5,44
-46,5,44
-47,5,44
-47,5,44
-47,5,44
-47,5,44
-46,5,44
-47,5,44
-47,5,44
-47,5,44
-47,5,44
-46,5,44
-46,5,44
-48,5,43
-47,5,43
-46,5,44
-46,5,44
-46,5,44
-47,5,43
-47,5,43
-47,5,43
-46,5,44
-47,5,44
-47,5,43
-47,5,44
-46,5,44
-47,5,44
-47,5,44
-47,5,43
-47,5,43
-47,5,43
-47,5,44
-47,5,44
-46,5,44
-47,5,43
-47,5,43
-47,5,43
-46,5,43
-46,5,44
-47,5,44
-47,5,44
-47,5,44
-46,5,44
-46,5,44
-47,5,44
-47,4,43
-47,5,44
-46,5,44
-46,5,44
-46,5,44
-47,5,44
-47,5,43
-47,5,43
-47,5,44
-47,5,44
-47,5,43
-47,5,44
-47,5,44
-46,5,44
-47,5,43
-48,5,43
-47,5,44
-47,5,44
-46,5,44
-47,5,44
-47,5,43
-48,5,43
-47,5,43
-48,5,43
-47,5,43
-47,5,43
-47,5,43
-48,5,43
-48,5,42
-48,5,42
-48,5,42
-48,5,42
-48,5,42
-48,5,42
-48,5,42
-49,5,42
-48,5,42
-48,5,42
-48,5,42
-48,5,42
-48,5,42
-49,5,42
-48,5,42
-48,5,42
-48,6,42
-48,6,42
-48,5,42
-48,6,42
-48,6,42
-48,5,42
-48,5,42
-49,5,42
-49,5,42
-49,5,42
-48,6,42
-48,6,42
-49,6,42
-49,5,42
-49,5,42
-49,6,42
-48,6,42
-48,6,42
-48,7,41
-49,7,41
-49,6,42
-49,6,42
-48,6,42
-48,6,42
-48,6,42
-48,5,42
-48,5,42
-48,5,41
-49,5,40
-49,5,41
-49,5,42
-50,5,42
-51,6,40
-51,6,40
-51,7,40
-50,6,41
-50,5,41
-49,4,40
-50,4,40
-49,4,41
-49,4,40
-49,4,41
-50,4,40
-50,5,41
-50,6,41
-50,6,40
-50,6,40
-50,7,41
-50,7,41
-50,7,41
-50,7,41
-49,7,41
-49,7,41
-49,7,41
-49,7,41
-48,7,41
-49,8,41
-49,8,41
-49,8,41
-49,8,41
-49,8,41
-50,8,41
-49,8,41
-49,8,41
-49,8,41
-49,8,41
-49,8,41
-50,7,41
-50,8,41
-49,7,41
-50,7,41
-50,7,40
-50,7,40
-50,7,41
-50,7,41
-49,6,40
-50,6,40
-50,5,40
-50,5,40
-50,5,40
-50,5,40
-50,5,40
-50,5,39
-50,5,40
-50,5,40
-51,5,39
-51,5,40
-50,5,40
-50,5,40
-50,6,40
-51,5,40
-51,4,40
-50,5,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-51,6,40
-50,6,40
-50,7,40
-50,7,40
-50,7,40
-50,7,40
-50,7,40
-50,7,40
-49,7,40
-50,7,41
-50,7,40
-50,8,40
-50,8,40
-50,8,41
-49,8,41
-49,8,41
-50,7,41
-49,7,41
-50,8,40
-50,8,40
-50,8,41
-49,8,41
-49,7,40
-50,7,40
-50,7,40
-50,7,40
-50,7,40
-50,7,40
-50,6,40
-50,6,40
-50,6,40
-51,6,39
-51,6,39
-51,5,40
-51,5,39
-51,5,39
-51,5,40
-51,5,39
-50,5,39
-50,5,39
-51,6,39
-50,5,40
-50,5,39
-51,5,39
-51,5,39
-51,6,39
-51,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,39
-50,7,40
-49,7,41
-50,8,40
-50,7,39
-51,7,40
-50,7,40
-50,8,40
-50,8,40
-50,8,40
-50,8,40
-51,7,40
-50,7,40
-50,8,39
-50,8,39
-51,8,40
-50,7,40
-50,7,40
-50,7,40
-50,7,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-51,5,40
-51,5,40
-50,5,40
-51,5,40
-51,5,39
-50,5,40
-50,4,39
-51,4,40
-51,4,39
-50,4,40
-51,5,39
-51,4,40
-51,4,40
-50,4,40
-50,5,40
-51,5,40
-51,5,39
-51,5,39
-50,5,40
-50,5,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,7,40
-50,7,40
-50,7,40
-50,7,40
-50,7,40
-50,7,40
-50,6,40
-50,6,40
-50,7,40
-50,7,40
-50,6,40
-51,5,40
-51,6,40
-49,6,40
-50,7,40
-50,6,40
-51,5,40
-51,5,40
-51,5,39
-50,5,39
-50,5,40
-50,5,40
-51,5,40
-51,5,40
-51,5,40
-50,5,40
-50,5,39
-50,5,40
-51,5,40
-51,4,40
-51,4,39
-50,4,40
-50,4,40
-50,4,39
-51,5,39
-51,5,40
-50,5,40
-50,5,40
-51,6,40
-51,6,39
-50,6,40
-50,7,40
-50,7,40
-50,8,40
-48,7,41
-49,7,41
-50,7,40
-50,7,40
-50,7,40
-49,6,41
-49,7,41
-50,7,41
-50,7,40
-50,6,40
-50,7,41
-49,7,40
-50,7,40
-51,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,5,40
-50,5,40
-50,5,40
-50,5,40
-50,4,40
-51,4,40
-51,4,40
-50,4,40
-51,4,40
-51,4,40
-51,4,40
-50,4,40
-51,4,39
-51,4,40
-51,4,40
-50,4,40
-51,5,40
-51,4,40
-51,4,40
-50,4,40
-50,4,40
-51,5,40
-51,5,40
-51,5,40
-51,5,39
-51,5,40
-50,5,40
-50,5,40
-50,5,40
-50,5,40
-50,6,40
-50,6,40
-50,6,40
-50,7,40
-50,7,40
-50,7,40
-50,6,40
-50,6,40
-50,7,40
-50,7,40
-50,7,40
-50,6,41
-49,6,40
-49,6,40
-50,7,41
-50,6,40
-50,6,40
-50,5,40
-50,6,40
-50,5,40
-51,6,39
-51,5,40
-50,5,40
-50,5,40
-50,5,39
-51,5,39
-50,5,39
-50,5,40
-50,5,40
-50,5,40
-50,5,39
-50,4,40
-50,4,39
-51,4,39
-51,5,40
-51,6,39
-51,5,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-51,6,40
-50,6,39
-50,6,40
-51,6,40
-51,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,39
-51,6,40
-50,6,40
-50,6,40
-50,6,40
-50,6,40
-50,5,40
-51,6,40
-51,6,40
-50,5,40
-50,6,41
-50,6,41
-49,5,40
-49,5,40
-50,6,40
-50,6,40
-50,5,40
-49,6,41
-49,6,41
-51,6,40
-51,6,39
-51,6,39
-50,6,41
-50,6,40
-50,5,40
-51,5,40
-51,5,40
-50,5,40
-50,5,40
-50,5,40
-50,6,40
-50,6,40
-50,5,40
-50,6,40
-50,5,40
-50,5,40
-50,5,39
-51,5,40
-50,5,41
-50,6,40
-50,6,40
-50,6,39
-50,7,40
-50,7,40
-50,6,42
-51,6,40
-50,5,41
-49,5,43
-49,5,41
-50,5,39
-51,5,41
-51,4,42
-48,4,41
